id,name,parent_id,parent_name,is_leaf
1464,Diskokugla,607,Dekoracija,1
1465,Košara za vatru,607,Dekoracija,1
1466,Crveni tepih,607,Dekoracija,1
1467,Stilizovanje i dekoracija,607,Dekoracija,1
1468,Ostalo u dekoraciji,607,Dekoracija,1
1469,Pojačivač,701,Muzički instrumenti,1
1470,Bas gitara,701,Muzički instrumenti,1
1471,Čelo,701,Muzički instrumenti,1
1472,Drum mašina i sampler,701,Muzički instrumenti,1
1473,Bubnjevi,701,Muzički instrumenti,1
1474,Gitara,701,Muzički instrumenti,1
1475,Gitarni pedal,701,Muzički instrumenti,1
1476,Instrumentalni mikrofon,701,Muzički instrumenti,1
1477,Klavijatura,701,Muzički instrumenti,1
1478,Klavir,701,Muzički instrumenti,1
1479,Zvučna kartica,701,Muzički instrumenti,1
1480,Stalak i kabl,701,Muzički instrumenti,1
1481,Sintisajzer,701,Muzički instrumenti,1
1482,Ukulele,701,Muzički instrumenti,1
1483,Violina,701,Muzički instrumenti,1
1484,Duvački instrument,701,Muzički instrumenti,1
1485,Ostali muzički instrumenti,701,Muzički instrumenti,1
1486,Ruksak,702,Kampovanje i outdoor,1
1487,Berba šumskih plodova,702,Kampovanje i outdoor,1
1488,Dvogled,702,Kampovanje i outdoor,1
1489,Kampovanje,702,Kampovanje i outdoor,1
1490,Kolica za outdoor,702,Kampovanje i outdoor,1
1491,Nosiljka za dete,702,Kampovanje i outdoor,1
1492,Rashladna kutija i torba,702,Kampovanje i outdoor,1
1493,Vodootporne torbe,702,Kampovanje i outdoor,1
1494,Čeona lampa,702,Kampovanje i outdoor,1
1495,Planinski štap,702,Kampovanje i outdoor,1
1496,Planinarsko oruđe,702,Kampovanje i outdoor,1
1497,Lov i ribolov,702,Kampovanje i outdoor,1
1498,Zaštita od komaraca,702,Kampovanje i outdoor,1
1499,Navigacija i komunikacija,702,Kampovanje i outdoor,1
1500,Outdoor odeća,702,Kampovanje i outdoor,1
1501,Outdoor paket,702,Kampovanje i outdoor,1
1502,Ostalo u outdoor-u,702,Kampovanje i outdoor,1
1503,Prikolica za teret na biciklu,703,Biciklizam,1
1504,Nosač bicikla,703,Biciklizam,1
1505,Prikolica za dete (bicikl),703,Biciklizam,1
1506,Torba za transport bicikla,703,Biciklizam,1
1507,Bicikli,703,Biciklizam,1
1508,Dečiji bicikl,703,Biciklizam,1
1509,Ostalo u biciklizmu,703,Biciklizam,1
1510,Air track,704,Igra i hobi,1
1511,Airsoft,704,Igra i hobi,1
1512,Društvene igre i slagalice,704,Igra i hobi,1
1513,Bumper ball,704,Igra i hobi,1
1514,Štafelaj,704,Igra i hobi,1
1515,Fly jumpers,704,Igra i hobi,1
1516,Stoni fudbal,704,Igra i hobi,1
1517,Termopresa,704,Igra i hobi,1
1518,Vozila za hobi,704,Igra i hobi,1
1519,Longboard i skejtbord,704,Igra i hobi,1
1520,Ribolov magnetom,704,Igra i hobi,1
1521,Mikroskop,704,Igra i hobi,1
1522,Igre na otvorenom,704,Igra i hobi,1
1523,Paintball,704,Igra i hobi,1
1524,Poker set,704,Igra i hobi,1
1525,Stoni hokej,704,Igra i hobi,1
1526,Mašina za tetoviranje,704,Igra i hobi,1
1527,Trampolin,704,Igra i hobi,1
1528,Vodene igre,704,Igra i hobi,1
1529,Ostalo u igranju i hobiju,704,Igra i hobi,1
1530,Odbojka na pesku,705,Sportski rekviziti,1
1531,Penjanje,705,Sportski rekviziti,1
1532,Jahanje,705,Sportski rekviziti,1
1533,Floorball,705,Sportski rekviziti,1
1534,Fudbal,705,Sportski rekviziti,1
1535,Golf,705,Sportski rekviziti,1
1536,Roleri,705,Sportski rekviziti,1
1537,Reket sportovi,705,Sportski rekviziti,1
1538,Slackline,705,Sportski rekviziti,1
1539,Ostalo u sportu,705,Sportski rekviziti,1
1540,Čamac na gumu,706,Sportovi na vodi,1
1541,Ronilačka oprema,706,Sportovi na vodi,1
1542,Električni surfboard,706,Sportovi na vodi,1
1543,Jetski,706,Sportovi na vodi,1
1544,Kajak,706,Sportovi na vodi,1
1545,Kiteboarding,706,Sportovi na vodi,1
1546,Paddleboard,706,Sportovi na vodi,1
1547,Surfanje,706,Sportovi na vodi,1
1548,Vodni ski i wakeboard,706,Sportovi na vodi,1
1549,Odeća za vodene sportove,706,Sportovi na vodi,1
1550,Windsurfing,706,Sportovi na vodi,1
1551,Wing surf,706,Sportovi na vodi,1
1552,Ostalo u vodenim sportovima,706,Sportovi na vodi,1
1553,Crosstrainer,707,Trening i teretana,1
1554,"Bučice, tegovi i kettlebells",707,Trening i teretana,1
1555,Sobni bicikl,707,Trening i teretana,1
1556,Sprave za vežbanje,707,Trening i teretana,1
1557,Pojas za hidrataciju,707,Trening i teretana,1
1558,Masaža,707,Trening i teretana,1
1559,Šipka za zgibove,707,Trening i teretana,1
1560,Prsluk sa tegovima,707,Trening i teretana,1
1561,Yoga prostirka,707,Trening i teretana,1
1562,Ostalo u vežbanju i teretani,707,Trening i teretana,1
1563,Oprema za lavine,708,Zimski sportovi,1
1564,Ekspedicione sanke,708,Zimski sportovi,1
1565,Hokej,708,Zimski sportovi,1
1566,Skijaški roleri,708,Zimski sportovi,1
1567,Klizaljke,708,Zimski sportovi,1
1568,Skijanje i snowboard,708,Zimski sportovi,1
1569,Sanke,708,Zimski sportovi,1
1570,Penjanje po snegu i ledu,708,Zimski sportovi,1
1571,Snowracer,708,Zimski sportovi,1
1572,Zimska odeća,708,Zimski sportovi,1
1573,Ostalo u zimskim sportovima,708,Zimski sportovi,1
1574,Kofer za bicikl,709,Putovanja i koferi,1
1575,Nosiljka za kućnog ljubimca,709,Putovanja i koferi,1
1576,Specijalni kofer,709,Putovanja i koferi,1
1577,Koferi,709,Putovanja i koferi,1
1578,Putni adapter,709,Putovanja i koferi,1
1579,Putovanje s decom,709,Putovanja i koferi,1
1580,Ostalo u putovanjima,709,Putovanja i koferi,1
1581,Štake,710,Mobilnost i medicinska nega,1
1582,Električna invalidska kolica,710,Mobilnost i medicinska nega,1
1583,Prva pomoć i CPR,710,Mobilnost i medicinska nega,1
1584,Hodalica,710,Mobilnost i medicinska nega,1
1585,Invalidska kolica,710,Mobilnost i medicinska nega,1
1586,Ostalo u mobilnosti,710,Mobilnost i medicinska nega,1
1587,Punjač baterija za vozila,801,Auto oprema,1
1588,Nosač bicikla na automobilu,801,Auto oprema,1
1589,Nosač za kanu i kajak,801,Auto oprema,1
1590,Grejač kabine,801,Auto oprema,1
1591,Autosedište,801,Auto oprema,1
1592,Punjač za električni auto,801,Auto oprema,1
1593,Jump starter,801,Auto oprema,1
1594,Nosač tereta za kuku,801,Auto oprema,1
1595,Krovni kofer,801,Auto oprema,1
1596,Krovni nosač za ski,801,Auto oprema,1
1597,Krovni nosač,801,Auto oprema,1
1598,Lanci za sneg,801,Auto oprema,1
1599,Ostalo u auto opremi,801,Auto oprema,1
1600,Kolica za montažu,802,Alati za radionicu,1
1601,Punjač baterija za vozila,802,Alati za radionicu,1
1602,Auto alati,802,Alati za radionicu,1
1603,Dijagnostički alat,802,Alati za radionicu,1
1604,Dizalice,802,Alati za radionicu,1
1605,Indukcioni grejač,802,Alati za radionicu,1
1606,Dizalica i stalci,802,Alati za radionicu,1
1607,Jump starter,802,Alati za radionicu,1
1608,Alat za lanac motocikla,802,Alati za radionicu,1
1609,Dizalica za motocikl,802,Alati za radionicu,1
1610,Menjanje ulja,802,Alati za radionicu,1
1611,Rampa,802,Alati za radionicu,1
1612,Vakuum tester,802,Alati za radionicu,1
1613,Alati za točkove i gume,802,Alati za radionicu,1
1614,Radioničarska dizalica,802,Alati za radionicu,1
1615,Radioničarska presa,802,Alati za radionicu,1
1616,Ostalo u radionici,802,Alati za radionicu,1
1617,Oprema za čamce,803,Čamci i plovila,1
1618,Prikolica za čamac,803,Čamci i plovila,1
1619,Kanu,803,Čamci i plovila,1
1620,Jetski,803,Čamci i plovila,1
1621,Motorni čamac,803,Čamci i plovila,1
1622,Čamac na vesla i dinghy,803,Čamci i plovila,1
1623,Jedrilica,803,Čamci i plovila,1
1624,Jedriličarska odeća,803,Čamci i plovila,1
1625,Prikolica za čamac,804,Prikolice,1
1626,Prikolica sa kavezom,804,Prikolice,1
1627,Transporter za automobile,804,Prikolice,1
1628,Zatvorena prikolica,804,Prikolice,1
1629,Prikolica za motocikl,804,Prikolice,1
1630,Otvorena prikolica,804,Prikolice,1
1631,Prikolica za drvo,804,Prikolice,1
1632,Tow dolly,804,Prikolice,1
1633,Prikolica s pokrivačem,804,Prikolice,1
1634,Ostalo u prikolicama,804,Prikolice,1
1635,Kamp prikolica,805,Kamperi i kamp prikolice,1
1636,Ostalo u kamperima,805,Kamperi i kamp prikolice,1
1637,Motociklistička oprema,806,Motocikli i oprema,1
1638,Prikolica za motocikl,806,Motocikli i oprema,1
1639,Ostalo u motociklima,806,Motocikli i oprema,1
1640,Prikolica za konje,807,Prikolice za konje,1
